iter	MultiClass
193	0.03587496021
194	0.035478158
195	0.03530414065
196	0.03497490574
197	0.03469415404
198	0.03461338762
199	0.03424572436
200	0.0339652
201	0.03358019247
202	0.03333083784
203	0.03328643574
204	0.0331884123
205	0.03296864005
206	0.03277611246
207	0.03257052304
208	0.03248764599
209	0.03225189935
210	0.0320259073
211	0.03179851436
212	0.03156490623
213	0.03128653854
214	0.03097398178
215	0.03084327057
216	0.03070447485
217	0.03036913305
218	0.03001730733
219	0.0296285875
220	0.02945863995
221	0.02918635399
222	0.02897101987
223	0.0287683604
224	0.02871039956
225	0.02853636977
226	0.02839502811
227	0.02817640767
228	0.02814173423
229	0.02802087296
230	0.02787609508
231	0.02781141036
232	0.02777221228
233	0.02750806975
234	0.02724503548
235	0.02717749037
236	0.02711446339
237	0.02707302076
238	0.02694421602
239	0.02679165656
240	0.02675410667
241	0.02653524631
242	0.02634965462
243	0.02608459477
244	0.02603647161
245	0.02584227067
246	0.0257952971
247	0.02549682199
248	0.02545927302
249	0.02538730428
250	0.02534749658
251	0.02532290925
252	0.02510134036
253	0.02507020307
254	0.02502481173
255	0.02497807435
256	0.02482751378
257	0.02478950641
258	0.02460050672
259	0.02447606244
260	0.02444819504
261	0.02441584414
262	0.02420894618
263	0.02403735421
264	0.02400134425
265	0.02396995882
266	0.02385402789
267	0.02368158741
268	0.02349787891
269	0.02330898154
270	0.0232141185
271	0.02307036156
272	0.02298428134
273	0.02284108964
274	0.02280904947
275	0.02267501905
276	0.02258338544
277	0.02245235214
278	0.02235136414
279	0.0222333402
280	0.0220378286
281	0.0219770099
282	0.02191151328
283	0.02182779736
284	0.02170211137
285	0.0216175302
286	0.02150246629
287	0.02143046243
288	0.0213393441
289	0.02121721601
290	0.02108993113
291	0.02106456667
292	0.02096033746
293	0.02091694099
294	0.02084237487
295	0.02068537944
296	0.02059061526
297	0.02040310278
298	0.0203161476
299	0.0202946191
300	0.02026794213
301	0.02017418701
302	0.02010884223
303	0.0200176617
304	0.01999814757
305	0.0198514762
306	0.01970170793
307	0.01956911387
308	0.01954524845
309	0.01940920235
310	0.01927677947
311	0.01916732046
312	0.01909716126
313	0.01903457386
314	0.01886734506
315	0.01876967002
316	0.01871958336
317	0.01863867257
318	0.01856096576
319	0.01843990273
320	0.01836306566
321	0.01824047103
322	0.01813145605
323	0.01807189566
324	0.01803429372
325	0.01800831682
326	0.01798055232
327	0.0179630871
328	0.01785861396
329	0.01784263881
330	0.01777629836
331	0.01762051515
332	0.0175526384
333	0.01747768393
334	0.01746125479
335	0.01739595896
336	0.01737535744
337	0.01724713962
338	0.01715308293
339	0.01712359576
340	0.01707256378
341	0.01699161845
342	0.01685610694
343	0.01678756919
344	0.01673101114
345	0.01669931591
346	0.01668160123
347	0.01662351798
348	0.01657687459
349	0.01650898968
350	0.01648439568
351	0.01640574386
352	0.01633301166
353	0.01626279781
354	0.01621353384
355	0.01616267042
356	0.01611530338
357	0.01602379202
358	0.01592849989
359	0.01587444716
360	0.01581457127
361	0.01576435592
362	0.01573499965
363	0.0156902788
364	0.01561022816
365	0.01554990091
366	0.01548255744
367	0.01547107992
368	0.0154040376
369	0.01530485949
370	0.01525386677
371	0.01522441199
372	0.0151726761
373	0.01514481537
374	0.01507239961
375	0.01498863892
376	0.01492144103
377	0.01487802056
378	0.01483183894
379	0.01477072698
380	0.01473479124
381	0.01471836896
382	0.01464991882
383	0.01463637833
384	0.01459638689
385	0.01454370078
386	0.01444462645
387	0.01440860683
388	0.01437805704
389	0.01429843357
390	0.01422148749
391	0.01415557215
392	0.01413370241
393	0.01406878993
394	0.01403161159
395	0.0139795055
396	0.01390384107
397	0.01389014115
398	0.0138188751
399	0.01378453579
400	0.0137076007
401	0.01367839328
402	0.01360595862
403	0.01356881999
404	0.01351516921
405	0.01350222376
406	0.01349229451
407	0.01341419375
408	0.01335103876
409	0.01327482641
410	0.01322901577
411	0.01317188676
412	0.0131447024
413	0.01311482675
414	0.01308919034
415	0.01304274365
416	0.01300494346
417	0.01299455295
418	0.01294717967
419	0.01291358275
420	0.0128582684
421	0.01277896097
422	0.01272995198
423	0.01267816186
424	0.01266398297
425	0.01262219796
426	0.01261433268
427	0.01257029912
428	0.01256047859
429	0.01251213108
430	0.01247664359
431	0.01244904708
432	0.01237249989
433	0.01234605203
434	0.01230696557
435	0.01226891248
436	0.0122209268
437	0.01215607514
438	0.01210426203
439	0.01208310166
440	0.01203655209
441	0.01199776692
442	0.01195747182
443	0.01192199328
444	0.01191321329
445	0.01184863599
446	0.01181804484
447	0.01181206315
448	0.01176919266
449	0.01172850642
450	0.01169062572
451	0.01165509466
452	0.01160575624
453	0.01157503656
454	0.0115460605
455	0.01149388666
456	0.01145752921
457	0.01144920496
458	0.01141470708
459	0.01136921066
460	0.01133422194
461	0.01129523721
462	0.01125853995
463	0.01123283155
464	0.01120611856
465	0.01119796699
466	0.01115967815
467	0.01111974853
468	0.01106814536
469	0.01103534326
470	0.01102533206
471	0.01096781346
472	0.0109438279
473	0.01093509579
474	0.01088967517
475	0.01086791146
476	0.01084185582
477	0.01079666598
478	0.01077236278
479	0.0107329197
480	0.01070573867
481	0.01067134531
482	0.01063986148
483	0.01060608629
484	0.01054985094
485	0.0105325378
486	0.0104791161
487	0.01043551261
488	0.01042431063
489	0.01040255071
490	0.01037847669
491	0.01034103397
492	0.01031273192
493	0.01028865339
494	0.01024913198
495	0.01022784329
496	0.0101993007
497	0.01017044722
498	0.0101484722
499	0.01011430896
500	0.0100884222
501	0.01006103244
502	0.01003485852
503	0.010017553
504	0.009982272042
505	0.009953533854
506	0.009935133783
507	0.009915106137
508	0.009907567874
509	0.009889479376
510	0.009847607833
511	0.009814758107
512	0.009787029357
513	0.009753720705
514	0.009730320929
515	0.009697300439
516	0.009674247276
517	0.009669043806
518	0.009633708989
519	0.009601555667
520	0.009578674669
521	0.009573165822
522	0.009551047292
523	0.009530646769
524	0.009512772137
525	0.009471144637
526	0.009447651366
527	0.009439535314
528	0.009423551993
529	0.009408928992
530	0.009392437071
531	0.009343478699
532	0.009309261592
533	0.009290258172
534	0.009265948142
535	0.009244511156
536	0.009212549496
537	0.009196220437
538	0.00919287819
539	0.00915055397
540	0.009134145697
541	0.009116413342
542	0.009076000542
543	0.009056010788
544	0.009032579462
545	0.009013329377
546	0.00900683351
547	0.008973911751
548	0.008941319317
549	0.008925049434
550	0.008900152268
551	0.008878237843
552	0.008846767545
553	0.008833986747
554	0.008811956805
555	0.008794729429
556	0.008770613096
557	0.008765965905
558	0.008761956855
559	0.008747058824
560	0.00873626531
561	0.008709089511
562	0.00868576319
563	0.008674144991
564	0.00866813454
565	0.008654116809
566	0.008633752357
567	0.008619211219
568	0.008604948787
569	0.008591312117
570	0.008576031324
571	0.008564219073
572	0.008544475327
573	0.008517143878
574	0.008498481297
575	0.008472931659
576	0.008467136
577	0.008449603113
578	0.00843392589
579	0.008408177275
580	0.008389793594
581	0.008368019234
582	0.008348487839
583	0.008333900447
584	0.008316716354
585	0.008302666807
586	0.008286449044
587	0.008272025613
588	0.008246793704
589	0.008230533922
590	0.008216691218
591	0.008204517416
592	0.008188079148
593	0.008171051204
594	0.008147222462
595	0.008129702307
596	0.00812707544
597	0.008109962832
598	0.00809287569
599	0.008082534702
600	0.008062977314
601	0.008049357223
602	0.008036658158
603	0.008011220234
604	0.008000082019
605	0.007966119211
606	0.007955580814
607	0.007937463695
608	0.007927943469
609	0.007923418321
610	0.007916863181
611	0.007885010306
612	0.007853614983
613	0.00783619327
614	0.007832053071
615	0.007814573283
616	0.007802362806
617	0.007798418006
618	0.007767701497
619	0.007752897501
620	0.007737685442
621	0.007732161955
622	0.00770375033
623	0.007697255053
624	0.007687188117
625	0.007674938365
626	0.007648169395
627	0.007644118114
628	0.007628810833
629	0.007602746435
630	0.007589979507
631	0.00756979367
632	0.007564743231
633	0.007549297423
634	0.007523145004
635	0.007516547196
636	0.007500749697
637	0.007484297612
638	0.007471883927
639	0.007458109639
640	0.007446014043
641	0.0074412271
642	0.007431092209
643	0.007410766699
644	0.007383676287
645	0.007366642821
646	0.007358919896
647	0.007350712457
648	0.007333754409
649	0.007322550743
650	0.007318030366
651	0.007289172088
652	0.007272777623
653	0.007259987497
654	0.007256521691
655	0.007239071181
656	0.007228366647
657	0.00721758716
658	0.007204569881
659	0.007194903222
660	0.007173972321
661	0.007156901778
662	0.007150154826
663	0.00713456823
664	0.007129801081
665	0.007116350531
666	0.00709936877
667	0.007081718216
668	0.007072410525
669	0.0070564558
670	0.007046606657
671	0.007033327423
672	0.007024457267
673	0.007020220899
674	0.006997275131
675	0.006993321298
676	0.00696870572
677	0.006959208136
678	0.006950095274
679	0.006925889305
680	0.006921829172
681	0.006913010811
682	0.006908842044
683	0.006900637694
684	0.006898227466
685	0.0068874607
686	0.006872068988
687	0.006860961197
688	0.006846565656
689	0.006832560014
690	0.006821820373
691	0.006796814573
692	0.00679423681
693	0.006787055977
694	0.006771272335
695	0.006765965265
696	0.006759362265
697	0.006737948831
698	0.006725365113
699	0.006717436035
700	0.00669629991
701	0.006692681145
702	0.006681299858
703	0.00666794462
704	0.006657688764
705	0.006647582976
706	0.006635713923
707	0.006624831527
708	0.006610003701
709	0.006597981857
710	0.006575933332
711	0.006569326221
712	0.006566642468
713	0.006553837059
714	0.006544897393
715	0.006530692585
716	0.006525472256
717	0.006512043972
718	0.00650871025
719	0.006499411747
720	0.006494761039
721	0.006489175896
722	0.006477524573
723	0.006469421157
724	0.006455775599
725	0.006443006742
726	0.006424877165
727	0.006417244834
728	0.006394797854
729	0.006379209595
730	0.006373459614
731	0.006371654707
732	0.006364513127
733	0.006347776336
734	0.00634216534
735	0.00633314633
736	0.006322981277
737	0.006316913148
738	0.006309381207
739	0.006292910867
740	0.006279618678
741	0.006259770069
742	0.006256851389
743	0.006249609008
744	0.006247031993
745	0.006240743958
746	0.006230945291
747	0.00621116098
748	0.006195892326
749	0.006176719968
750	0.006169004592
751	0.006161390846
752	0.006156013776
753	0.006145066912
754	0.006137521374
755	0.006125179212
756	0.00612242876
757	0.006109962009
758	0.006101510321
759	0.006093613738
760	0.006084790508
761	0.006077723122
762	0.00607239162
763	0.006060120669
764	0.006051953223
765	0.006041006495
766	0.006028010834
767	0.006017148882
768	0.006009630909
769	0.006004130674
770	0.0060026917
771	0.005999517528
772	0.005988864908
773	0.005979277321
774	0.005964438422
775	0.005962474429
776	0.005953765665
777	0.005947353129
778	0.005934355368
779	0.005926812166
780	0.005922019677
781	0.00590341051
782	0.005896639587
783	0.005889120672
784	0.005886855349
785	0.005877034957
786	0.0058710435
787	0.005862573249
788	0.005853904129
789	0.005850123472
790	0.005843294426
791	0.005834761481
792	0.005826629579
793	0.005820351427
794	0.00581342783
795	0.005801054638
796	0.005795011373
797	0.005786286178
798	0.005784003339
799	0.005774148587
800	0.005767088192
801	0.005761104831
802	0.005754400623
803	0.005736868125
804	0.005723669333
805	0.005716547575
806	0.005707060107
807	0.005701651219
808	0.005695460063
809	0.005688483434
810	0.005674962455
811	0.005663580271
812	0.005657708724
813	0.005652468569
814	0.005644244885
815	0.00562814972
816	0.005615469126
817	0.005607695689
818	0.005598528492
819	0.00558205567
820	0.005579375423
821	0.005567379698
822	0.005558256118
823	0.005554228724
824	0.005551788448
825	0.005542315345
826	0.005533852703
827	0.005528490129
828	0.00552074541
829	0.00551030455
830	0.005506064298
831	0.005501530435
832	0.005491442712
833	0.005486447194
834	0.005479897557
835	0.005477641223
836	0.005466762874
837	0.005460396541
838	0.005449076275
839	0.005440150623
840	0.005430679624
841	0.00542325447
842	0.00541484385
843	0.005409555887
844	0.005402631245
845	0.005396090945
846	0.005391589988
847	0.005383128694
848	0.005377071045
849	0.005370743514
850	0.005367178963
851	0.005361947801
852	0.005357043387
853	0.005354010924
854	0.005342638499
855	0.005337628569
856	0.005328927194
857	0.005324736615
858	0.00532319705
859	0.005320328407
860	0.005311890461
861	0.005300829577
862	0.005295312772
863	0.005285023645
864	0.00527408888
865	0.005269308083
866	0.005264637447
867	0.005255600109
868	0.005247506843
869	0.005242123207
870	0.005236526456
871	0.005231827436
872	0.005224057782
873	0.005213299861
874	0.005208671348
875	0.005206342484
876	0.005201406538
877	0.005198455819
878	0.005185539301
879	0.005178223089
880	0.005169615154
881	0.005166637707
882	0.005159690264
883	0.005149926147
884	0.00514291863
885	0.005140100376
886	0.005131837299
887	0.00512556041
888	0.005119952503
889	0.005115083382
890	0.005111090134
891	0.005106619469
892	0.005104654218
893	0.005097538
894	0.005092043611
895	0.005087106523
896	0.005081925844
897	0.00508028206
898	0.005074044416
899	0.005067361745
900	0.005063319649
901	0.005056976234
902	0.005043829608
903	0.005036568804
904	0.005026529613
905	0.005022861022
906	0.005017537857
907	0.005015368853
908	0.005010619884
909	0.004998077899
910	0.004992228228
911	0.004984861148
912	0.004983265754
913	0.004977547333
914	0.004973141526
915	0.004968098064
916	0.004961365435
917	0.004957267503
918	0.004948555947
919	0.004946348005
920	0.004943810913
921	0.004938465217
922	0.004927658664
923	0.004916499107
924	0.004908629855
925	0.004906884172
926	0.004898996104
927	0.004892835533
928	0.004890689836
929	0.004886788631
930	0.004877819014
931	0.004871411792
932	0.004866846737
933	0.00486237167
934	0.004858268338
935	0.004852163101
936	0.004850604897
937	0.004838980238
938	0.004836082328
939	0.004829297584
940	0.004827027104
941	0.004820389074
942	0.004815935169
943	0.004804566318
944	0.004798588313
945	0.004792926769
946	0.004788798296
947	0.004781374261
948	0.004773767124
949	0.004762011289
950	0.004757552868
951	0.004749011938
952	0.004744521658
953	0.004738391261
954	0.004732608298
955	0.004728890015
956	0.004723730979
957	0.004722481712
958	0.004718082497
959	0.004709885279
960	0.004704287856
961	0.004697147325
962	0.004686420785
963	0.004679862257
964	0.004674720033
965	0.00466516884
966	0.004663836567
967	0.004661485212
968	0.004656383979
969	0.004651366948
970	0.004645654538
971	0.004638272022
972	0.004633303691
973	0.004630788841
974	0.004626038216
975	0.004621077554
976	0.004616919047
977	0.004609133831
978	0.004602078827
979	0.00459782509
980	0.004593201173
981	0.00459121389
982	0.004583636242
983	0.004579497916
984	0.004568123978
985	0.004562589189
986	0.004559437488
987	0.004551242306
988	0.004546072282
989	0.004537240405
990	0.004532022401
991	0.00452583328
992	0.004518827776
993	0.00451750085
994	0.004512867669
995	0.004508113323
996	0.004503952757
997	0.004498180341
998	0.004487432336
999	0.004484079423
